chroma_means_0,chroma_means_1,chroma_means_10,chroma_means_11,chroma_means_2,chroma_means_3,chroma_means_4,chroma_means_5,chroma_means_6,chroma_means_7,chroma_means_8,chroma_means_9,contrast_means_0,contrast_means_1,contrast_means_2,contrast_means_3,contrast_means_4,contrast_means_5,contrast_means_6,duration_sec,dynamic_range,filename,filesize_mb,mfcc_means_0,mfcc_means_1,mfcc_means_10,mfcc_means_11,mfcc_means_12,mfcc_means_2,mfcc_means_3,mfcc_means_4,mfcc_means_5,mfcc_means_6,mfcc_means_7,mfcc_means_8,mfcc_means_9,rms_mean,rms_std,sample_rate,session,spectral_bandwidth_mean,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_rolloff_mean,tempo_bpm,zero_crossing_rate_mean
0.188,0.211,0.162,0.235,0.332,0.267,0.253,0.23,0.374,0.54,0.288,0.23,22.877,21.769,25.833,21.739,19.889,19.622,45.22,60.0,0.2086,e2fc74dc-bd18-537a-11e5-57344552f651.mp3,1.83,-377.15,114.18,-7.97,-6.5,-4.25,61.39,40.24,23.73,11.57,8.77,-1.46,0.31,-2.88,0.0821,0.064,22050,ace-step-output,1266.9,652.7,438.6,0.0002,943.9,76.0,0.0215
0.221,0.241,0.19,0.27,0.373,0.254,0.219,0.216,0.376,0.499,0.315,0.288,22.869,22.231,24.886,21.374,19.627,19.666,45.609,60.0,0.2131,e3fe8092-4fbb-95b7-f721-093c21b295f7.mp3,1.83,-379.99,127.39,-6.73,-4.31,-6.96,59.74,39.31,19.24,9.49,9.85,-2.73,-2.4,-3.0,0.087,0.0626,22050,ace-step-output,1349.8,759.2,666.3,0.0009,1259.4,152.0,0.0238
0.428,0.366,0.319,0.314,0.325,0.346,0.35,0.511,0.418,0.479,0.378,0.281,21.136,18.466,21.554,21.359,20.764,19.255,47.729,60.0,0.1907,e4e40f39-2d9d-72ea-4499-2bf7da0ee703.mp3,1.83,-326.12,91.52,-6.23,-1.01,-6.35,32.19,33.48,13.46,13.75,5.17,4.5,-0.83,-3.04,0.0729,0.0595,22050,ace-step-output,2026.6,1720.0,1365.5,0.02,3492.5,117.5,0.061
0.159,0.158,0.239,0.096,0.294,0.152,0.23,0.356,0.193,0.209,0.244,0.62,21.623,20.166,27.695,23.657,21.359,17.34,44.883,60.0,0.1376,e5c5ac12-265d-9789-8f4a-3b2be6ae3e6f.mp3,1.83,-391.22,143.75,-7.26,-7.1,-5.22,53.09,16.0,8.01,-3.81,-11.22,-11.72,-10.33,-7.84,0.0554,0.0457,22050,ace-step-output,980.8,649.2,299.6,0.0001,948.2,69.8,0.0327
0.207,0.228,0.332,0.178,0.402,0.25,0.329,0.37,0.207,0.215,0.255,0.634,21.576,19.617,26.634,24.789,22.47,18.819,45.904,60.0,0.1413,e66a9e45-9df8-8ff9-b027-72c89e709dee.mp3,1.83,-395.26,151.92,-8.88,-10.48,-6.83,40.11,9.7,6.5,-0.98,-5.64,-9.86,-9.31,-5.99,0.0584,0.0468,22050,ace-step-output,1059.7,740.5,452.6,0.0002,1246.0,136.0,0.0317
0.231,0.183,0.314,0.182,0.225,0.22,0.336,0.556,0.335,0.359,0.34,0.415,20.915,19.049,24.743,22.809,20.152,17.77,46.777,60.0,0.3217,ebeecd5a-c66f-5875-9daa-1864aaf59862.mp3,1.83,-333.61,121.52,-2.71,-1.6,-2.03,53.9,18.7,10.63,8.76,-1.4,-2.66,-4.1,-0.73,0.1124,0.0956,22050,ace-step-output,1529.8,1042.3,1041.4,0.0044,1875.3,76.0,0.0402
0.269,0.279,0.223,0.245,0.433,0.28,0.158,0.142,0.284,0.438,0.314,0.347,22.512,22.486,24.809,21.934,20.073,19.976,45.879,60.0,0.2142,ebfb1b51-4950-e68f-f887-35e9582eb333.mp3,1.83,-317.67,115.36,-6.16,-4.63,-7.22,46.13,43.45,20.06,9.95,9.55,-1.97,1.32,-2.36,0.1027,0.0669,22050,ace-step-output,1723.4,966.3,643.9,0.0012,1722.5,76.0,0.024
0.268,0.439,0.258,0.279,0.284,0.231,0.317,0.276,0.411,0.275,0.29,0.368,20.818,19.441,23.206,21.595,20.11,18.931,46.743,90.0,0.2657,efe5dfa5-3dce-de28-eaec-aabcba179350.mp3,2.75,-230.28,90.01,-4.1,0.88,-6.75,34.72,29.46,5.69,4.35,-1.39,0.56,-9.15,-0.48,0.129,0.0773,22050,ace-step-output,2188.9,1825.3,1244.4,0.0131,3779.4,76.0,0.0681
0.39,0.264,0.288,0.265,0.272,0.219,0.348,0.594,0.285,0.294,0.253,0.554,22.393,19.993,26.696,21.738,18.991,15.54,45.484,90.0,0.2156,f1219dd4-09f7-4a99-2d0a-6ff9cf4fe767.mp3,2.75,-381.48,144.53,-3.85,-5.06,-3.81,53.67,18.85,10.8,8.07,-3.03,-8.82,-6.39,-2.84,0.0737,0.0669,22050,ace-step-output,1307.5,724.7,467.5,0.0005,1169.6,123.0,0.0265
0.37,0.379,0.364,0.63,0.285,0.278,0.365,0.284,0.516,0.268,0.27,0.359,19.663,17.22,23.139,21.89,23.134,20.497,50.111,60.0,0.2771,f2b80d9b-66e8-4882-7b28-e652d7fcd29b.mp3,1.83,-217.91,104.44,-5.39,1.71,-1.06,15.96,29.88,-1.21,9.6,-6.07,-1.92,-6.93,3.97,0.1171,0.0791,22050,ace-step-output,2174.1,1675.9,717.0,0.0079,3706.0,161.5,0.0526
0.227,0.243,0.253,0.167,0.387,0.263,0.314,0.301,0.201,0.28,0.267,0.457,20.466,19.944,25.652,22.605,21.337,19.735,46.425,180.0,0.2324,f52b8333-9cfd-c93c-d8e1-8ce2dd51dbd9.mp3,5.49,-281.81,108.45,-4.56,-1.91,-5.68,42.26,30.58,7.72,3.98,-1.16,-3.52,-6.17,-2.71,0.1092,0.0713,22050,ace-step-output,1898.5,1378.8,1009.8,0.0045,2682.6,69.8,0.0475
0.249,0.315,0.204,0.176,0.563,0.284,0.253,0.292,0.16,0.208,0.243,0.522,22.117,20.876,26.096,22.776,21.259,20.85,46.614,60.0,0.1975,f5b6daaa-7e92-6303-d2e8-dd6f14839ea1.mp3,1.83,-280.72,116.6,-4.25,-0.83,-6.17,51.9,27.92,10.66,-0.78,-3.81,-2.18,-9.13,-3.12,0.1036,0.0653,22050,ace-step-output,1725.4,1258.5,1034.0,0.0032,2735.4,143.6,0.0469
0.286,0.286,0.508,0.317,0.384,0.263,0.288,0.398,0.289,0.358,0.372,0.59,20.329,17.784,22.67,23.647,21.153,18.256,45.657,60.0,0.3355,f7318a27-9be5-ff68-e11e-40b5e0018029.mp3,1.83,-309.25,101.67,-2.64,-1.31,-3.72,42.66,25.18,9.14,3.38,2.8,3.24,3.47,3.72,0.1154,0.1029,22050,ace-step-output,1834.9,1487.6,1271.9,0.0095,3106.6,86.1,0.0627
0.455,0.291,0.2,0.268,0.284,0.206,0.272,0.364,0.338,0.437,0.292,0.284,22.663,19.841,22.797,19.771,18.446,18.434,46.621,60.0,0.185,f7c9d148-fdde-124a-07ba-d32f7527c586.mp3,1.83,-426.37,86.79,-6.25,-1.3,-5.23,35.23,22.93,8.31,3.11,3.11,-4.47,-1.53,-5.27,0.0508,0.0645,22050,ace-step-output,1830.4,1367.6,1016.1,0.0027,2736.8,143.6,0.0348
0.35,0.312,0.431,0.482,0.299,0.33,0.502,0.425,0.595,0.583,0.443,0.403,20.631,17.467,19.676,18.572,17.79,17.001,47.0,60.0,0.2537,fe36105b-4746-f307-46b4-2e4365a87ffc.mp3,1.83,-229.17,84.44,-1.18,2.92,-1.78,28.34,25.27,4.56,7.58,1.08,5.05,-2.44,3.83,0.121,0.0736,22050,ace-step-output,2343.1,1983.5,1176.0,0.0131,4456.2,129.2,0.0533
0.313,0.24,0.352,0.41,0.239,0.289,0.543,0.324,0.309,0.381,0.399,0.634,19.553,16.856,22.437,21.681,20.748,19.482,48.391,60.0,0.3385,ff41bcc9-5f5e-6910-8caa-554b49fe9e32.mp3,1.83,-258.46,95.06,-5.88,0.32,-5.43,21.11,7.18,-12.38,-2.83,-11.87,-7.58,-10.07,-1.97,0.1157,0.0986,22050,ace-step-output,2149.8,1794.5,1102.4,0.0059,3731.2,143.6,0.0553
0.179,0.378,0.245,0.174,0.5,0.312,0.287,0.184,0.269,0.19,0.262,0.484,21.745,20.058,24.04,21.713,20.324,19.472,46.601,60.0,0.2079,sf12-conductor-acapella.mp3,1.83,-278.08,106.8,-6.43,1.46,-7.21,42.0,29.73,5.82,1.22,-0.54,-3.17,-6.84,1.25,0.1026,0.0659,22050,ace-step-output,1985.6,1438.4,1013.1,0.006,2903.5,69.8,0.0459
0.148,0.289,0.334,0.214,0.368,0.216,0.228,0.165,0.306,0.185,0.353,0.707,21.223,20.416,25.099,22.65,21.881,21.032,47.465,60.0,0.2125,sf12-conductor-classical-v2.mp3,1.83,-278.81,125.8,-6.37,-2.53,-5.01,37.36,27.14,9.88,3.05,-1.26,-3.87,-10.74,-0.3,0.1029,0.0657,22050,ace-step-output,1746.5,1275.6,928.3,0.0036,2593.3,107.7,0.0473
0.137,0.251,0.293,0.17,0.307,0.21,0.307,0.172,0.228,0.168,0.314,0.634,20.058,20.712,25.23,23.608,22.493,21.079,48.387,60.0,0.2417,sf12-conductor-classical.mp3,1.83,-247.77,111.33,-2.35,0.96,-9.06,20.19,28.87,6.79,-4.1,-4.06,2.11,-7.83,-0.05,0.1145,0.0787,22050,ace-step-output,1976.3,1533.0,992.5,0.0046,3255.6,129.2,0.0566
0.192,0.363,0.258,0.182,0.543,0.347,0.285,0.259,0.401,0.277,0.284,0.469,21.67,19.64,22.598,20.942,19.178,19.144,45.278,60.0,0.2227,sf12-conductor-deltablues.mp3,1.83,-295.65,103.39,-5.3,-1.73,-6.61,36.11,33.08,12.24,2.39,6.82,1.2,-4.87,0.21,0.0953,0.0675,22050,ace-step-output,1988.4,1422.1,1032.3,0.0063,2799.1,69.8,0.0462
0.199,0.322,0.313,0.238,0.333,0.284,0.408,0.299,0.403,0.288,0.314,0.57,19.144,17.538,21.252,21.135,19.781,18.809,45.708,60.0,0.2564,sf12-conductor-dub.mp3,1.83,-251.52,78.09,-2.36,-2.12,-6.27,29.47,16.76,0.3,-3.61,-2.57,-0.23,-5.24,3.37,0.1022,0.0721,22050,ace-step-output,2489.6,2177.3,1182.6,0.0172,4724.9,143.6,0.0781
0.2,0.309,0.348,0.24,0.385,0.263,0.307,0.205,0.259,0.205,0.333,0.623,22.039,20.519,24.135,21.358,19.481,19.211,47.309,60.0,0.242,sf12-conductor-shoegaze.mp3,1.83,-288.75,96.66,-4.53,2.36,-6.01,37.63,24.32,6.72,1.55,0.06,-0.52,-8.24,0.66,0.1019,0.0777,22050,ace-step-output,2119.7,1610.8,1095.3,0.0066,3270.7,143.6,0.0509
0.267,0.453,0.304,0.248,0.553,0.419,0.481,0.357,0.439,0.315,0.316,0.505,21.146,17.089,21.582,20.847,19.779,18.37,46.364,60.0,0.2668,sf12-conductor-synthwave.mp3,1.83,-187.27,99.37,2.55,4.89,-2.55,43.1,31.85,6.86,8.26,2.55,6.19,0.47,7.94,0.1498,0.0734,22050,ace-step-output,2347.0,1848.0,1045.0,0.0098,4317.9,143.6,0.0524
0.294,0.281,0.348,0.357,0.322,0.33,0.438,0.282,0.31,0.454,0.383,0.484,20.116,18.376,23.049,20.745,18.738,18.119,46.305,60.0,0.2588,sf12-pocket-neosoul.mp3,1.83,-272.71,99.07,-3.61,1.23,-5.39,49.04,39.1,8.83,5.27,7.53,1.59,1.54,0.65,0.1246,0.0734,22050,ace-step-output,2039.6,1587.0,1196.5,0.0117,3329.0,172.3,0.0539
0.367,0.193,0.266,0.263,0.151,0.219,0.495,0.392,0.263,0.306,0.33,0.508,21.32,20.04,24.732,21.012,17.935,18.077,44.635,60.0,0.2815,sf12-quorum-ambient.mp3,1.83,-318.29,108.05,-4.29,-0.41,-2.76,58.35,30.03,8.85,2.5,2.05,-3.6,-0.54,-0.34,0.1063,0.0888,22050,ace-step-output,1793.4,1221.5,964.0,0.0024,2687.8,123.0,0.0353
0.358,0.26,0.167,0.265,0.369,0.234,0.346,0.244,0.242,0.518,0.298,0.244,21.474,20.235,24.04,22.692,20.291,21.532,47.991,60.0,0.2612,sf12-quorum-choral.mp3,1.83,-241.15,101.58,-6.36,2.59,-9.46,26.88,23.27,0.9,-0.87,7.26,-4.03,-7.03,-0.69,0.1209,0.0799,22050,ace-step-output,2174.0,1714.4,1090.7,0.0074,3397.0,123.0,0.0637
0.164,0.271,0.277,0.251,0.486,0.292,0.235,0.232,0.377,0.474,0.382,0.51,20.924,20.206,23.378,21.424,20.384,19.946,46.19,60.0,0.2223,sf12-quorum-country.mp3,1.83,-234.74,94.59,-6.51,-0.83,-6.5,26.09,38.45,6.51,5.45,3.34,-0.15,-6.76,-2.94,0.1142,0.0634,22050,ace-step-output,2228.9,1665.2,848.6,0.0059,3702.3,161.5,0.051
0.215,0.173,0.279,0.204,0.233,0.279,0.464,0.416,0.256,0.238,0.327,0.506,22.324,20.864,23.725,20.416,19.663,18.731,45.222,60.0,0.2568,sf12-quorum-folk.mp3,1.83,-337.12,106.27,-6.08,-6.68,-8.49,45.81,33.58,15.75,3.8,6.36,-6.12,0.19,-3.09,0.0979,0.0786,22050,ace-step-output,1860.5,1235.6,1018.6,0.0039,2336.4,143.6,0.0342
0.222,0.233,0.312,0.216,0.331,0.262,0.337,0.389,0.305,0.373,0.353,0.433,19.939,19.928,22.751,21.015,19.82,19.329,45.955,60.0,0.1679,sf12-quorum-jazz.mp3,1.83,-312.94,95.21,-0.39,0.96,-7.0,45.24,39.69,14.2,8.21,10.19,0.98,6.82,3.31,0.0908,0.0499,22050,ace-step-output,2121.4,1581.6,1214.4,0.0083,3219.8,89.1,0.0522
0.303,0.25,0.339,0.297,0.27,0.314,0.578,0.417,0.288,0.319,0.389,0.597,21.122,17.53,22.315,20.495,18.859,18.734,45.815,60.0,0.2336,sf12-quorum-techno.mp3,1.83,-205.01,104.17,0.53,3.77,-2.12,41.0,30.79,4.19,3.08,1.8,4.19,-4.11,2.51,0.1378,0.067,22050,ace-step-output,2241.1,1854.1,1243.2,0.0097,4107.5,129.2,0.0555
0.361,0.329,0.345,0.395,0.367,0.299,0.374,0.247,0.335,0.409,0.328,0.418,20.459,18.595,22.194,19.751,18.719,18.117,46.604,120.0,0.2308,sf13-duration-120-pocket.mp3,3.66,-280.72,88.38,-3.46,0.11,-7.32,46.46,36.26,7.63,6.61,5.6,-0.14,-0.65,2.33,0.0984,0.0678,22050,ace-step-output,2243.8,1794.6,1207.4,0.0147,3827.7,172.3,0.0597
0.361,0.244,0.301,0.3,0.246,0.285,0.545,0.446,0.285,0.235,0.305,0.503,21.425,19.225,24.041,20.663,18.548,18.105,44.249,120.0,0.2992,sf13-duration-120-quorum.mp3,3.66,-297.34,116.16,-2.56,-0.14,-1.79,58.42,32.2,9.38,3.01,3.26,-2.47,3.5,1.83,0.1348,0.0929,22050,ace-step-output,1563.6,1058.2,1051.1,0.0035,2001.1,123.0,0.037
0.332,0.271,0.322,0.415,0.313,0.381,0.637,0.376,0.326,0.424,0.313,0.335,21.57,18.188,22.121,19.728,18.281,18.194,46.485,120.0,0.2158,sf13-duration-120-scheduler.mp3,3.66,-238.14,86.97,0.54,4.59,-4.79,37.74,30.61,4.13,3.98,2.05,3.59,-3.61,4.66,0.1044,0.0678,22050,ace-step-output,2352.2,2035.2,1268.2,0.0135,4454.3,117.5,0.0676
0.152,0.203,0.164,0.209,0.383,0.248,0.248,0.213,0.336,0.46,0.292,0.285,22.105,22.277,25.138,21.821,20.481,19.914,45.779,60.0,0.2261,sf13-ensign-folk.mp3,1.83,-276.77,114.23,-4.22,-2.67,-7.79,38.1,42.2,17.38,4.7,4.92,0.5,-6.29,-1.42,0.1181,0.0709,22050,ace-step-output,1799.0,1204.7,998.7,0.0047,2205.2,129.2,0.0418
0.192,0.295,0.276,0.243,0.299,0.244,0.422,0.231,0.28,0.236,0.294,0.551,20.631,19.148,24.134,23.254,21.477,19.701,47.697,60.0,0.2568,sf13-guidance-03.mp3,1.83,-246.11,104.08,-1.8,1.83,-5.49,28.91,23.12,3.37,-1.71,-0.18,1.74,-8.5,1.26,0.1075,0.0802,22050,ace-step-output,1986.9,1677.8,1172.0,0.0086,3424.9,143.6,0.0674
0.177,0.336,0.27,0.202,0.424,0.274,0.289,0.189,0.315,0.27,0.268,0.477,21.436,19.634,24.299,23.14,21.626,21.331,48.476,60.0,0.1463,sf13-guidance-05.mp3,1.83,-285.03,114.03,-4.12,0.92,-6.01,20.36,26.86,6.24,-3.01,0.39,2.09,-8.99,0.54,0.0727,0.0432,22050,ace-step-output,1927.6,1501.6,970.2,0.0059,2966.2,143.6,0.0582
0.152,0.282,0.274,0.217,0.295,0.202,0.289,0.175,0.257,0.267,0.326,0.584,20.237,19.631,24.128,22.513,22.013,21.306,48.55,60.0,0.2604,sf13-guidance-07.mp3,1.83,-254.1,107.53,-5.96,0.25,-6.52,14.99,25.93,7.2,-2.46,-2.9,-0.42,-7.69,-1.36,0.1088,0.0795,22050,ace-step-output,1903.3,1496.6,886.0,0.0048,2928.3,143.6,0.0593
0.121,0.286,0.27,0.153,0.443,0.27,0.318,0.174,0.209,0.178,0.253,0.55,20.15,20.48,24.93,23.922,22.488,21.537,47.549,60.0,0.2195,sf13-guidance-11.mp3,1.83,-266.67,124.58,-8.23,-2.2,-6.41,25.46,23.28,5.55,-5.2,-2.27,-2.93,-7.88,0.47,0.1076,0.0653,22050,ace-step-output,1761.0,1356.4,982.4,0.0053,2583.6,152.0,0.0546
0.145,0.275,0.294,0.223,0.285,0.204,0.313,0.182,0.247,0.178,0.301,0.544,20.131,20.191,25.033,22.993,21.644,20.562,46.869,60.0,0.2346,sf13-guidance-15.mp3,1.83,-241.02,117.14,-6.67,0.29,-8.14,26.33,24.43,2.78,-3.25,-4.48,-1.04,-8.17,-4.84,0.1216,0.0686,22050,ace-step-output,1889.9,1504.5,1067.4,0.006,2925.3,69.8,0.0587
0.341,0.23,0.35,0.259,0.177,0.211,0.234,0.397,0.255,0.286,0.313,0.27,19.413,18.874,25.059,23.395,21.262,20.198,46.93,60.0,0.282,sf13-instanton-jazz.mp3,1.83,-265.71,94.16,-5.87,-0.62,-8.84,42.21,22.82,5.83,1.78,2.13,-5.2,2.06,-1.26,0.1238,0.085,22050,ace-step-output,2349.4,1804.1,1150.1,0.007,3836.4,69.8,0.0587
0.174,0.318,0.254,0.197,0.422,0.284,0.348,0.208,0.306,0.197,0.267,0.581,21.121,19.347,24.809,24.397,22.308,20.961,48.1,60.0,0.1898,sf13-repro-run1.mp3,1.83,-272.41,122.63,-3.02,-2.23,-4.68,26.91,24.39,4.66,-0.43,0.56,-0.11,-8.65,0.56,0.0953,0.0634,22050,ace-step-output,1737.1,1312.2,969.1,0.0052,2519.9,69.8,0.052
0.168,0.306,0.236,0.213,0.321,0.23,0.369,0.198,0.322,0.225,0.244,0.493,21.034,19.926,24.201,23.59,22.682,20.404,48.148,60.0,0.225,sf13-repro-run2.mp3,1.83,-243.93,117.63,-5.54,0.09,-7.06,23.66,19.36,7.04,-3.1,-3.73,-2.14,-8.88,1.32,0.1136,0.071,22050,ace-step-output,1869.8,1563.5,1187.5,0.0087,3112.6,143.6,0.0681
0.33,0.284,0.255,0.465,0.359,0.378,0.617,0.37,0.34,0.361,0.226,0.246,20.236,18.601,23.036,20.759,21.109,19.825,47.97,60.0,0.2684,sf13-scheduler-minimalist.mp3,1.83,-205.31,100.61,1.5,3.92,-3.3,23.43,36.71,6.39,3.98,-0.09,3.4,-5.64,1.37,0.1273,0.0829,22050,ace-step-output,2144.6,1728.2,931.0,0.0068,3962.7,117.5,0.0592
0.194,0.269,0.281,0.27,0.52,0.313,0.225,0.21,0.376,0.519,0.355,0.398,19.864,19.303,22.637,20.963,20.448,19.746,46.856,90.0,0.2341,sf20-bluegrass-spring-reverb.mp3,2.75,-185.19,91.45,-4.46,0.35,-4.35,23.64,36.2,7.11,2.75,1.43,1.27,-8.53,-0.27,0.1361,0.0672,22050,ace-step-output,2403.0,1942.1,963.0,0.0103,4320.7,172.3,0.0631
0.206,0.268,0.271,0.283,0.531,0.326,0.252,0.219,0.381,0.52,0.343,0.396,20.217,19.23,22.448,21.223,20.714,19.801,46.93,90.0,0.2707,sf20-dakar-berlin-techno.mp3,2.75,-188.44,96.76,-6.11,-0.94,-5.81,25.5,37.55,7.08,6.31,0.98,0.89,-6.75,-1.46,0.1448,0.0762,22050,ace-step-output,2329.0,1767.8,847.6,0.0068,3965.8,172.3,0.0552
0.385,0.308,0.451,0.562,0.329,0.336,0.588,0.378,0.376,0.438,0.426,0.479,20.289,16.169,20.311,18.868,17.435,16.611,45.694,90.0,0.295,sf20-pansori-feedback.mp3,2.75,-205.37,73.1,-0.52,3.11,-3.12,33.21,22.38,0.75,0.84,-3.05,4.66,-7.46,0.33,0.1356,0.0924,22050,ace-step-output,2616.6,2311.5,1211.8,0.0197,5241.9,129.2,0.0728
0.335,0.357,0.396,0.315,0.493,0.324,0.373,0.416,0.249,0.31,0.311,0.541,19.756,16.945,21.914,21.227,21.791,20.672,49.164,60.0,0.2699,sf20-polka-black-metal.mp3,1.83,-228.52,88.77,-2.74,2.21,-3.79,13.77,25.77,5.42,4.65,-5.02,3.97,-3.58,-1.97,0.1057,0.0838,22050,ace-step-output,2279.0,2088.5,1226.8,0.0224,4474.0,143.6,0.0921
0.369,0.428,0.432,0.427,0.411,0.439,0.613,0.44,0.476,0.398,0.46,0.554,22.202,16.555,20.688,19.464,18.019,16.801,46.011,60.0,0.3184,sf20-zydeco-shoegaze.mp3,1.83,-294.78,90.67,-1.51,-0.64,-0.77,54.6,29.95,6.85,9.22,3.16,4.21,-3.3,3.79,0.1369,0.1069,22050,ace-step-output,2175.8,1489.2,918.2,0.0047,3357.0,117.5,0.0338
0.224,0.324,0.195,0.133,0.595,0.428,0.24,0.239,0.325,0.274,0.202,0.336,23.194,21.604,23.643,20.73,16.506,17.107,44.803,90.0,0.1164,sf34-ace-cavern-ocean.mp3,2.75,-474.58,129.74,-3.96,-4.71,-5.83,59.42,31.33,12.91,6.39,4.79,0.53,-0.33,-2.69,0.0428,0.0387,22050,ace-step-output,1191.6,708.1,538.1,0.0003,1248.9,69.8,0.0213
0.375,0.17,0.236,0.301,0.115,0.211,0.566,0.386,0.212,0.192,0.273,0.52,23.507,18.923,25.603,22.161,15.854,16.113,45.495,90.0,0.166,sf34-ace-frozen-waterfall.mp3,2.75,-414.81,128.7,-4.59,-3.26,-0.09,52.48,20.2,2.45,-1.21,-1.63,-4.77,-4.27,-3.99,0.0589,0.0555,22050,ace-step-output,1329.8,861.2,538.1,0.0004,1519.7,117.5,0.0319
0.227,0.184,0.274,0.178,0.215,0.224,0.37,0.65,0.364,0.294,0.307,0.662,21.225,19.601,25.092,20.748,13.99,14.685,45.431,90.0,0.2896,sf34-ace-indigo-droplets.mp3,2.75,-344.96,107.74,-4.69,-1.48,-1.69,49.13,24.47,7.21,-4.88,-8.26,-0.88,-5.48,-3.19,0.0968,0.0937,22050,ace-step-output,1449.5,1042.5,901.8,0.0024,1857.8,64.6,0.0363
0.289,0.214,0.238,0.424,0.255,0.28,0.487,0.29,0.366,0.364,0.201,0.306,22.273,20.296,25.928,24.24,22.681,22.117,48.817,90.0,0.1994,sf34-ace-magnet-silence.mp3,2.75,-339.11,145.61,-6.35,-1.67,-2.0,34.26,38.27,9.34,-1.31,-1.1,-2.83,-0.78,-2.75,0.079,0.0616,22050,ace-step-output,1165.9,733.1,352.2,0.0002,1218.6,107.7,0.0304
0.372,0.264,0.309,0.275,0.285,0.264,0.495,0.67,0.393,0.363,0.353,0.526,20.722,18.398,22.873,21.218,19.497,17.535,46.759,90.0,0.1731,sf34-ace-neg-space-no-drums.mp3,2.75,-298.54,97.16,-1.35,4.15,-1.36,39.16,24.12,4.64,4.41,-0.43,2.85,-2.8,2.52,0.0765,0.0552,22050,ace-step-output,2277.3,1728.5,1166.0,0.0086,3753.6,89.1,0.0525
0.292,0.384,0.263,0.381,0.376,0.242,0.289,0.23,0.36,0.249,0.189,0.259,21.994,20.464,24.346,19.891,17.496,16.487,45.72,90.0,0.1092,sf34-ace-silence-instrument.mp3,2.75,-445.26,122.03,-2.98,-1.7,-0.44,53.64,24.13,13.8,4.5,-0.93,-3.06,-2.29,-1.48,0.0338,0.0371,22050,ace-step-output,1296.0,765.2,437.4,0.0003,1277.7,117.5,0.0246
0.45,0.379,0.399,0.545,0.411,0.391,0.437,0.37,0.399,0.385,0.339,0.362,18.324,15.555,17.274,19.877,16.627,15.57,45.417,184.11,0.2496,eileen-theme.mp3,5.63,-230.46,120.27,-1.29,2.18,-2.19,47.43,19.7,-7.51,4.3,-0.01,5.56,-0.4,1.53,0.0942,0.0821,22050,music,2119.7,1544.1,1049.8,0.0128,3255.9,172.3,0.0513
0.457,0.392,0.52,0.49,0.364,0.352,0.384,0.347,0.389,0.489,0.6,0.653,19.356,15.38,15.134,16.408,14.517,15.592,42.363,152.56,0.2915,iron-sharpens-iron.mp3,4.66,-220.87,102.69,0.62,2.74,-0.34,43.68,41.83,5.76,10.87,14.24,9.15,10.97,5.88,0.1351,0.0909,22050,music,2307.8,1511.0,782.1,0.0084,3537.2,95.7,0.0313
0.213,0.322,0.465,0.229,0.254,0.353,0.265,0.402,0.273,0.218,0.309,0.291,19.979,16.545,19.801,18.122,15.234,16.492,45.331,146.39,0.3581,laminar-edge.mp3,4.47,-170.36,103.1,-6.96,-2.6,-6.06,23.18,34.91,-8.53,-6.45,1.31,-3.54,-14.39,-4.63,0.167,0.1011,22050,music,2199.3,1654.8,706.0,0.0098,3555.9,99.4,0.0514
0.236,0.274,0.275,0.199,0.484,0.304,0.264,0.257,0.226,0.332,0.329,0.422,21.523,20.07,24.089,21.51,19.628,18.234,46.674,187.59,0.1933,s23-01-doom-jazz.mp3,5.73,-209.04,63.74,-3.88,-0.39,-6.98,32.67,30.15,2.77,10.0,0.33,-3.41,-4.1,-0.53,0.1041,0.0641,22050,mmx-session23,2704.1,2529.3,1136.3,0.0154,5620.1,123.0,0.0887
0.268,0.262,0.235,0.357,0.404,0.281,0.285,0.239,0.313,0.3,0.225,0.259,22.247,20.571,22.824,21.488,18.567,18.917,45.227,185.16,0.2447,s23-02-bossa-nova.mp3,5.66,-210.64,78.9,-2.46,-1.96,-8.19,27.58,35.23,9.06,5.52,14.44,-0.69,13.78,5.33,0.1371,0.0729,22050,mmx-session23,2460.3,1981.0,1066.8,0.0087,4335.2,161.5,0.0611
0.326,0.374,0.321,0.374,0.284,0.363,0.44,0.361,0.357,0.3,0.428,0.353,22.246,18.084,22.319,20.802,18.637,18.629,47.707,193.89,0.1447,s23-03-shoegaze.mp3,5.93,-122.72,43.34,1.39,5.03,-7.64,-4.55,59.25,4.76,15.62,11.85,-1.37,7.17,9.2,0.1208,0.0392,22050,mmx-session23,2493.6,2899.6,682.1,0.0222,5405.3,161.5,0.1368
0.404,0.383,0.344,0.347,0.393,0.392,0.325,0.334,0.366,0.468,0.388,0.319,21.757,15.915,19.656,19.745,17.079,15.685,44.39,201.39,0.1571,s23-04-industrial.mp3,6.16,-138.73,53.59,1.09,0.75,-2.91,28.57,16.63,-0.42,4.09,-0.68,6.42,0.45,2.41,0.1151,0.0471,22050,mmx-session23,2981.9,3215.7,1293.7,0.037,6754.4,161.5,0.1328
