chroma_means_0,chroma_means_1,chroma_means_10,chroma_means_11,chroma_means_2,chroma_means_3,chroma_means_4,chroma_means_5,chroma_means_6,chroma_means_7,chroma_means_8,chroma_means_9,contrast_means_0,contrast_means_1,contrast_means_2,contrast_means_3,contrast_means_4,contrast_means_5,contrast_means_6,duration_sec,dynamic_range,filename,filesize_mb,mfcc_means_0,mfcc_means_1,mfcc_means_10,mfcc_means_11,mfcc_means_12,mfcc_means_2,mfcc_means_3,mfcc_means_4,mfcc_means_5,mfcc_means_6,mfcc_means_7,mfcc_means_8,mfcc_means_9,rms_mean,rms_std,sample_rate,session,spectral_bandwidth_mean,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_rolloff_mean,tempo_bpm,zero_crossing_rate_mean
0.27,0.266,0.281,0.194,0.469,0.277,0.208,0.242,0.241,0.417,0.249,0.313,22.865,20.33,23.934,24.42,21.026,18.856,47.469,169.3,0.192,59-cantonese-opera-disco.mp3,5.17,-153.21,57.36,-7.88,-1.58,-8.13,12.53,38.15,-2.24,12.88,11.93,6.4,4.11,3.76,0.138,0.0577,22050,music,2605.0,2599.9,914.4,0.0152,5456.2,129.2,0.1068
0.306,0.279,0.373,0.292,0.355,0.292,0.323,0.329,0.249,0.307,0.339,0.434,25.205,20.656,22.49,21.083,19.01,18.036,44.711,199.82,0.5058,60-tensor-chiptune-folk-cover.mp3,6.11,-228.17,82.18,-5.09,-5.38,-8.8,37.75,26.0,12.55,0.05,4.46,-3.07,-2.92,-2.15,0.2149,0.1458,22050,music,2168.1,1729.6,1454.6,0.011,3199.2,123.0,0.0668
0.209,0.284,0.253,0.174,0.472,0.276,0.282,0.369,0.218,0.21,0.206,0.461,22.885,20.989,26.707,21.742,18.393,17.109,45.485,180.0,0.201,006bb682-fc81-3bed-fd3f-54ffa52318bc.mp3,5.49,-400.83,124.92,-5.46,-5.47,-3.21,60.94,29.09,14.08,3.57,-1.9,-5.01,-4.66,-3.73,0.0659,0.0667,22050,ace-step-output,1116.0,676.5,480.3,0.0003,1101.8,123.0,0.0262
0.293,0.291,0.321,0.508,0.379,0.331,0.487,0.328,0.407,0.448,0.355,0.324,19.265,16.43,21.327,20.61,20.457,19.27,47.184,90.0,0.236,0138ff8f-7ed6-4994-02f2-c4cd83e26348.mp3,2.75,-172.23,76.93,1.64,5.03,-2.18,17.57,28.71,2.87,3.47,-1.46,5.6,-6.18,2.55,0.1249,0.0694,22050,ace-step-output,2551.8,2304.6,979.7,0.0172,5119.9,143.6,0.0909
0.121,0.181,0.174,0.193,0.469,0.26,0.154,0.168,0.338,0.479,0.281,0.272,21.545,22.73,24.836,22.084,20.434,20.616,47.23,60.0,0.2347,01a640b9-d762-a7d9-7359-e2fdbb29b17c.mp3,1.83,-282.98,113.29,-10.15,-4.51,-9.71,42.33,39.2,11.04,4.25,8.32,-5.73,-2.64,-4.9,0.1297,0.069,22050,ace-step-output,1885.2,1216.7,867.9,0.003,2200.2,152.0,0.0375
0.348,0.245,0.302,0.224,0.249,0.262,0.392,0.646,0.341,0.297,0.259,0.407,22.605,19.271,24.746,20.427,19.101,16.063,45.322,60.0,0.2271,030169c5-d26b-477f-e1bd-4d4e27a03798.mp3,1.83,-401.63,98.06,-1.92,-2.2,-2.82,51.55,25.44,12.15,8.88,-2.42,-2.44,-3.13,-0.28,0.0615,0.0724,22050,ace-step-output,1666.5,1219.5,1134.6,0.0066,2401.1,76.0,0.0346
0.196,0.22,0.26,0.363,0.418,0.252,0.315,0.223,0.334,0.55,0.35,0.384,20.042,18.94,23.274,22.256,22.379,21.703,49.213,60.0,0.2514,03f21459-c826-327d-badd-3a71225de8e1.mp3,1.83,-232.47,103.73,-5.74,-1.08,-3.71,6.63,37.55,-1.92,1.0,-2.33,1.73,-7.93,-5.15,0.1168,0.0757,22050,ace-step-output,1942.8,1539.4,624.0,0.0023,3310.2,172.3,0.0571
0.264,0.279,0.567,0.298,0.223,0.201,0.274,0.535,0.266,0.158,0.192,0.284,20.835,18.535,23.978,20.899,18.898,18.114,45.899,90.0,0.251,049bed25-2a33-8042-9699-6d6e33fa500a.mp3,2.75,-239.25,80.91,-6.35,2.86,-4.16,33.67,12.92,-1.18,-7.04,-6.03,-5.06,-8.75,-5.7,0.1063,0.0847,22050,ace-step-output,2461.9,2184.2,1318.2,0.0163,4757.9,66.3,0.0815
0.169,0.499,0.346,0.173,0.202,0.087,0.116,0.248,0.393,0.142,0.178,0.156,20.915,20.082,26.379,26.493,20.541,16.386,45.084,60.0,0.1053,0c4f20d7-a290-4fc2-dd23-0b87196126e8.mp3,1.83,-424.26,128.99,-10.14,-10.66,-7.29,46.92,7.94,1.44,-4.63,-8.96,-6.08,-2.7,-5.13,0.0349,0.0371,22050,ace-step-output,1087.8,797.0,320.8,0.0002,1117.1,73.8,0.05
0.594,0.421,0.265,0.385,0.277,0.211,0.28,0.273,0.269,0.419,0.278,0.254,23.363,20.019,23.178,18.557,17.632,17.979,45.692,90.0,0.2597,11915f6b-bd42-ca22-8db9-0f19adbad072.mp3,2.75,-298.14,107.05,1.27,2.93,-1.11,53.06,43.84,16.92,8.9,9.1,2.65,-0.16,3.15,0.1219,0.082,22050,ace-step-output,1801.7,1168.4,1081.4,0.0067,2210.7,107.7,0.0372
0.202,0.162,0.226,0.177,0.214,0.252,0.528,0.253,0.162,0.263,0.291,0.487,22.102,21.12,25.803,22.782,20.678,19.569,45.133,60.0,0.1615,134d3323-ddb6-1979-eebd-a4c5c6337999.mp3,1.83,-354.98,151.22,-5.28,-5.27,-5.76,45.16,29.46,15.19,-2.34,-2.25,-6.54,-5.41,-5.66,0.0778,0.0516,22050,ace-step-output,1253.3,782.3,673.1,0.0008,1311.3,73.8,0.0311
0.178,0.216,0.206,0.197,0.441,0.287,0.226,0.198,0.328,0.542,0.375,0.35,22.066,22.194,24.642,21.353,20.839,19.662,46.956,240.0,0.2679,1481c3d1-5398-608c-19b7-cf569570e0fb.mp3,7.33,-287.67,101.37,-3.56,-0.59,-5.54,49.01,42.15,17.28,9.6,5.77,1.8,-5.19,0.79,0.1149,0.0791,22050,ace-step-output,1934.3,1223.5,884.1,0.0032,2394.8,123.0,0.0351
0.566,0.401,0.31,0.411,0.275,0.199,0.223,0.237,0.28,0.555,0.35,0.274,22.147,18.781,21.999,19.645,17.363,16.411,44.984,60.0,0.2372,158f5d5a-0cf1-6aa6-7443-679539a501d6.mp3,1.83,-354.69,69.68,-1.58,2.83,-0.42,39.87,20.19,7.75,9.54,0.6,3.03,-1.31,1.68,0.0764,0.0755,22050,ace-step-output,2089.2,1880.2,1584.2,0.0154,3834.4,129.2,0.0614
0.221,0.203,0.158,0.209,0.296,0.212,0.217,0.186,0.301,0.518,0.29,0.229,22.902,22.302,25.142,20.979,19.972,19.951,45.412,60.0,0.2445,1bb4a58b-7d09-dbf9-beec-917a33582294.mp3,1.83,-333.3,109.85,-7.41,-6.57,-10.96,43.72,38.85,19.3,3.59,8.8,-6.47,0.32,-5.12,0.0943,0.0736,22050,ace-step-output,1773.9,1126.1,893.1,0.0029,2159.8,152.0,0.0334
0.165,0.202,0.126,0.199,0.356,0.248,0.244,0.231,0.37,0.541,0.269,0.21,23.108,21.976,25.821,22.139,20.714,20.619,47.353,60.0,0.2345,1e6c6013-bb46-cdaa-6aa4-f260a6499bf3.mp3,1.83,-328.76,121.46,-11.57,-7.24,-9.09,54.23,40.14,20.44,8.17,10.22,-6.35,-2.35,-4.95,0.1101,0.0656,22050,ace-step-output,1772.1,975.5,652.9,0.0008,1545.2,76.0,0.0271
0.337,0.366,0.423,0.317,0.482,0.357,0.424,0.503,0.319,0.325,0.348,0.549,19.794,16.546,21.799,20.81,21.908,20.307,49.67,60.0,0.231,1ec8963c-cba9-894e-f82a-aca36bded53d.mp3,1.83,-234.83,84.62,-2.45,5.92,-0.47,7.52,24.91,9.55,9.1,-3.7,3.85,2.13,3.04,0.1052,0.0806,22050,ace-step-output,2393.6,2002.5,853.3,0.0082,4524.6,69.8,0.0657
0.236,0.278,0.171,0.153,0.437,0.317,0.328,0.399,0.251,0.277,0.221,0.401,23.031,21.302,24.735,20.421,16.672,16.526,45.272,240.0,0.2045,1ee9f9ad-7ff3-820b-d65c-215757dd1b55.mp3,7.33,-383.24,107.51,-1.67,-0.25,-0.79,62.11,30.36,10.09,7.4,0.81,-1.7,-1.45,-0.64,0.0771,0.0688,22050,ace-step-output,1218.0,683.2,485.3,0.0007,1135.9,117.5,0.0232
0.234,0.252,0.288,0.188,0.467,0.236,0.293,0.472,0.212,0.132,0.204,0.514,21.566,19.924,25.953,23.201,20.937,17.816,44.932,90.0,0.1569,2155cfa5-6e20-74fe-1059-e319e3c24340.mp3,2.75,-354.57,127.04,-3.2,-3.39,-2.46,47.52,20.75,12.7,1.63,-4.63,-5.86,-4.34,-1.54,0.0613,0.057,22050,ace-step-output,1427.7,822.4,370.2,0.0003,1256.0,129.2,0.0322
0.259,0.156,0.189,0.205,0.158,0.226,0.51,0.36,0.236,0.278,0.273,0.432,22.108,20.595,26.495,22.235,20.832,18.909,46.477,90.0,0.1945,225570a2-573a-42ae-ca75-e0d50a507e3e.mp3,2.75,-358.98,121.03,-3.92,-3.68,-4.14,46.34,28.0,11.65,4.33,-1.56,-6.58,-7.47,-4.07,0.0697,0.0625,22050,ace-step-output,1258.6,773.2,398.8,0.0002,1277.6,86.1,0.0294
0.403,0.332,0.39,0.309,0.255,0.228,0.326,0.519,0.368,0.378,0.356,0.466,22.313,18.979,25.162,22.226,18.891,16.239,44.215,60.0,0.309,23467830-9644-8c62-4cba-a178b900ca5b.mp3,1.83,-376.91,111.39,-1.97,-5.55,-3.8,57.71,26.97,12.53,8.59,0.21,-5.37,-2.92,1.27,0.0809,0.093,22050,ace-step-output,1269.9,798.8,641.0,0.0007,1474.8,152.0,0.0249
0.284,0.235,0.309,0.286,0.31,0.282,0.481,0.299,0.236,0.306,0.329,0.512,20.299,19.289,23.258,20.699,19.381,18.554,46.12,90.0,0.3018,260be0a1-e60c-3436-b5a2-97110430d59c.mp3,2.75,-212.83,81.27,-6.56,2.04,-5.49,38.64,21.3,5.41,0.71,-2.84,-2.03,-9.51,-2.43,0.1298,0.0851,22050,ace-step-output,2552.6,2163.8,1203.1,0.0157,4820.0,69.8,0.0753
0.303,0.143,0.221,0.208,0.105,0.233,0.587,0.417,0.225,0.26,0.302,0.515,21.983,20.511,25.046,21.479,19.836,16.164,44.959,60.0,0.0964,2ac6fec4-a2df-e186-de98-a888df1c37df.mp3,1.83,-403.88,140.06,-4.97,-6.43,-3.54,53.05,19.09,13.28,3.29,-4.2,-6.32,-6.79,-5.15,0.0434,0.0309,22050,ace-step-output,1095.0,688.8,423.3,0.0002,1111.1,80.7,0.0274
0.359,0.259,0.354,0.27,0.3,0.31,0.261,0.389,0.346,0.525,0.458,0.318,20.701,18.169,22.578,22.246,20.993,19.248,48.031,60.0,0.2333,2b370b06-02fe-ed34-4732-c7862eed3e0a.mp3,1.83,-244.53,86.51,-5.35,-1.81,-3.44,30.72,21.81,2.87,2.32,-3.4,-0.98,-6.65,0.53,0.101,0.0644,22050,ace-step-output,2327.9,2034.8,1159.9,0.0102,4533.7,107.7,0.0703
0.193,0.242,0.293,0.152,0.421,0.259,0.284,0.339,0.198,0.216,0.236,0.599,21.465,19.726,26.047,22.763,21.906,18.294,45.465,60.0,0.1197,2d8a15e7-e3fb-7847-546e-7bfec9cf62d4.mp3,1.83,-416.16,134.64,-5.81,-5.11,-4.0,33.86,12.46,9.78,-2.93,-10.43,-9.15,-4.4,-3.63,0.0444,0.039,22050,ace-step-output,1229.0,854.9,503.4,0.0003,1564.7,69.8,0.0313
0.269,0.163,0.208,0.213,0.194,0.264,0.552,0.325,0.231,0.256,0.249,0.448,22.446,20.174,25.331,21.612,19.966,18.49,46.42,90.0,0.1415,2f6ad852-9ee5-10a5-dd05-c51f668f0b50.mp3,2.75,-384.62,117.05,-3.35,-2.47,-1.42,39.97,25.14,11.52,1.32,-1.65,-4.0,-5.47,-2.49,0.0497,0.0493,22050,ace-step-output,1347.2,851.9,435.5,0.0004,1466.3,152.0,0.0304
0.265,0.315,0.385,0.255,0.44,0.34,0.353,0.424,0.262,0.249,0.265,0.519,20.884,17.119,23.19,22.671,22.023,17.329,45.674,60.0,0.2639,323e7af6-df58-34d0-a124-39e4e7b07416.mp3,1.83,-331.35,88.26,0.21,-0.08,-3.13,39.54,15.26,4.83,4.5,0.35,4.43,1.13,5.64,0.0954,0.0883,22050,ace-step-output,1920.9,1679.8,1521.0,0.0103,3291.7,172.3,0.056
0.213,0.271,0.353,0.311,0.178,0.221,0.458,0.235,0.249,0.226,0.396,0.641,19.334,18.956,23.37,21.366,19.653,18.46,46.313,90.0,0.2474,357b0cd7-9c80-c18d-22ba-1d894ef91b4f.mp3,2.75,-213.06,75.24,-2.39,-0.59,-6.56,28.84,22.83,4.11,-0.69,-1.31,0.87,-7.68,2.51,0.1157,0.0813,22050,ace-step-output,2528.1,2251.0,1216.2,0.0176,4894.9,95.7,0.0875
0.341,0.317,0.275,0.326,0.37,0.379,0.603,0.405,0.224,0.192,0.254,0.455,22.566,19.141,24.557,22.696,20.972,20.883,47.705,60.0,0.2645,358f4980-4027-c7d9-65d7-3f0ac0b9ca81.mp3,1.83,-275.49,146.2,0.26,2.99,1.17,32.96,40.4,13.67,5.38,3.95,1.67,0.88,2.61,0.1389,0.0691,22050,ace-step-output,1382.8,806.6,435.0,0.0004,1523.6,143.6,0.0238
0.446,0.222,0.135,0.208,0.158,0.144,0.269,0.25,0.227,0.443,0.243,0.229,20.824,21.578,26.079,20.772,19.616,18.725,45.528,60.0,0.2128,380d9967-54ec-be0f-37b7-2b370938606e.mp3,1.83,-369.82,109.48,-6.66,-3.38,-7.92,52.27,28.78,14.9,2.52,2.1,-8.01,-2.43,-7.6,0.075,0.0664,22050,ace-step-output,1583.1,1091.9,1092.7,0.0029,1881.9,66.3,0.0427
0.212,0.255,0.261,0.309,0.282,0.319,0.508,0.295,0.309,0.356,0.283,0.308,20.214,18.991,21.941,19.723,19.08,17.691,46.143,90.0,0.2174,38ed242c-0d88-cb95-62f9-2e7610eae7ee.mp3,2.75,-246.48,65.14,-5.11,0.99,-8.95,28.46,27.44,0.28,0.19,-2.74,-2.26,-7.56,-3.52,0.095,0.0655,22050,ace-step-output,2584.9,2373.4,1271.3,0.0246,5157.5,107.7,0.0844
0.341,0.223,0.241,0.229,0.219,0.281,0.52,0.887,0.494,0.325,0.307,0.477,21.923,18.365,22.858,17.04,15.238,15.617,46.994,60.0,0.3373,39441df4-c6a1-ab68-d657-d54981160eaf.mp3,1.83,-412.22,74.18,-2.44,-0.24,-0.21,62.1,32.92,16.5,13.07,1.68,1.63,-3.22,1.02,0.0819,0.1064,22050,ace-step-output,1805.1,1287.5,1272.8,0.0034,2622.7,60.1,0.0356
0.386,0.357,0.195,0.305,0.453,0.407,0.414,0.304,0.273,0.394,0.199,0.174,23.404,20.34,24.66,19.237,19.249,15.33,44.621,420.0,0.3777,3ae8ad43-2b95-6109-ad1e-2f44cab6fb17.mp3,12.82,-380.56,106.61,3.18,4.59,3.07,63.0,36.8,19.99,6.89,5.16,6.08,1.27,-0.67,0.1286,0.1257,22050,ace-step-output,1049.3,592.7,503.1,0.0003,956.0,107.7,0.0244
0.183,0.155,0.194,0.16,0.298,0.238,0.428,0.274,0.173,0.208,0.252,0.497,21.804,20.391,26.871,23.881,21.873,20.024,47.135,60.0,0.156,3b9809b8-bbf3-dfdf-4d2b-bcb8aa71f848.mp3,1.83,-355.04,134.73,-7.8,-3.39,-2.61,43.07,27.2,7.37,0.89,-2.62,-5.32,-4.54,-5.54,0.0698,0.0505,22050,ace-step-output,1231.6,798.5,412.3,0.0002,1344.1,73.8,0.0352
0.294,0.232,0.319,0.501,0.273,0.35,0.553,0.4,0.424,0.464,0.354,0.292,21.833,17.893,21.942,20.694,18.748,18.396,46.445,60.0,0.2434,3d427062-3e97-a5d7-2ac7-a89a3bd7945a.mp3,1.83,-321.03,97.01,-0.93,1.7,-1.66,41.14,33.51,10.48,6.97,6.61,6.48,-4.44,3.64,0.0792,0.0744,22050,ace-step-output,1892.2,1296.4,905.8,0.0042,2637.4,117.5,0.0375
0.292,0.372,0.311,0.438,0.476,0.292,0.275,0.27,0.512,0.392,0.289,0.311,20.145,18.27,21.996,20.097,19.06,18.064,47.398,90.0,0.2215,3dea7f58-4700-765a-9b40-ecbd83786fbf.mp3,2.75,-187.18,82.66,-0.2,3.98,-2.95,25.67,38.58,6.08,6.24,0.16,5.12,-3.26,2.21,0.1148,0.0723,22050,ace-step-output,2402.3,2178.9,1060.6,0.0169,4778.2,95.7,0.0831
0.424,0.27,0.203,0.269,0.195,0.21,0.343,0.354,0.338,0.544,0.342,0.25,22.34,21.295,23.471,19.477,17.96,18.491,46.243,60.0,0.2406,47465084-d0ef-0b31-d7c8-5ffb46785f3d.mp3,1.83,-393.37,92.54,-2.68,-2.2,-6.4,51.66,30.38,14.25,8.89,7.03,-3.25,1.29,-2.37,0.0807,0.0779,22050,ace-step-output,1699.6,1134.5,1035.8,0.0022,2030.5,123.0,0.0335
0.288,0.325,0.278,0.238,0.529,0.313,0.325,0.327,0.196,0.223,0.237,0.41,22.272,20.646,24.54,21.497,18.127,18.025,45.941,90.0,0.2669,4763ce5f-7715-2768-225f-edce5ecc96d6.mp3,2.75,-276.7,100.25,-5.3,0.16,-5.97,52.8,33.26,9.27,2.0,-0.79,-2.37,-5.47,-1.95,0.1155,0.0871,22050,ace-step-output,1901.7,1377.1,1165.0,0.0071,2816.0,129.2,0.0452
0.132,0.243,0.218,0.199,0.29,0.237,0.447,0.215,0.246,0.202,0.258,0.445,21.032,18.901,24.448,22.056,21.162,20.701,47.556,90.0,0.2385,4911f43f-350f-df00-3e50-4cd764cd481e.mp3,2.75,-225.57,92.21,-6.16,2.12,-6.84,24.71,23.71,1.22,-5.58,-2.71,-2.52,-8.37,-1.36,0.1092,0.0724,22050,ace-step-output,2246.3,1990.1,1180.3,0.0124,4050.7,143.6,0.0835
0.389,0.257,0.183,0.231,0.297,0.31,0.496,0.527,0.331,0.341,0.234,0.319,23.831,19.792,25.122,19.293,17.517,14.983,44.481,360.0,0.1924,4be559c7-c901-6578-9c79-e745b7732026.mp3,10.99,-416.99,113.87,-0.75,-0.14,1.21,62.19,27.29,15.96,10.49,2.08,-4.33,-4.63,-2.08,0.056,0.0618,22050,ace-step-output,1071.7,589.5,407.9,0.0002,962.9,66.3,0.0191
0.332,0.26,0.234,0.213,0.325,0.251,0.368,0.461,0.327,0.375,0.295,0.418,21.559,19.687,24.598,20.348,18.813,17.562,46.038,90.0,0.2653,4d985d8a-f034-d9d8-569d-24c6e4e3d71e.mp3,2.75,-300.98,111.71,-2.94,0.18,-5.67,56.83,31.91,11.58,5.76,1.77,-0.64,-3.94,2.0,0.1104,0.0805,22050,ace-step-output,1911.3,1323.8,1129.0,0.007,2660.6,78.3,0.0424
0.25,0.306,0.255,0.184,0.556,0.325,0.277,0.45,0.25,0.247,0.261,0.544,22.877,20.56,26.644,21.119,17.347,15.813,44.541,90.0,0.1505,4eff9a9d-8abe-39aa-1294-b06bfcd3a24a.mp3,2.75,-412.87,154.71,-0.94,-2.88,-3.66,64.99,29.24,18.65,4.61,-2.12,-3.85,-4.59,-2.04,0.0611,0.0471,22050,ace-step-output,986.2,545.4,352.9,0.0001,807.7,129.2,0.0222
0.397,0.332,0.481,0.386,0.41,0.393,0.425,0.43,0.369,0.479,0.339,0.335,19.598,16.1,20.02,19.681,21.316,17.063,47.895,60.0,0.2492,5023d90a-d4f3-eb7e-139e-4c22ce82cfae.mp3,1.83,-245.43,83.95,-0.55,7.16,-0.17,28.89,14.4,11.21,10.18,-8.81,4.35,0.77,4.62,0.0903,0.0704,22050,ace-step-output,2475.1,2419.7,1549.0,0.0323,4858.2,143.6,0.1051
0.309,0.194,0.286,0.233,0.192,0.204,0.401,0.744,0.396,0.38,0.303,0.307,21.806,19.088,24.305,21.547,20.619,16.538,46.921,60.0,0.3121,5310d67c-72e4-924f-9e64-a3baf9efb8dd.mp3,1.83,-334.11,115.19,-1.77,-0.0,-0.28,54.85,25.48,12.48,12.68,-2.96,-2.72,-3.06,-0.04,0.0952,0.0906,22050,ace-step-output,1617.0,1027.5,822.7,0.0034,1905.1,76.0,0.0328
0.292,0.193,0.189,0.258,0.128,0.182,0.464,0.258,0.219,0.297,0.252,0.34,22.436,20.206,25.966,22.815,20.613,18.914,46.792,60.0,0.163,53fffe18-1c19-bbdc-bc96-a40fe1d1e3dc.mp3,1.83,-379.21,136.83,-5.21,-4.47,-3.84,39.21,25.34,12.36,-0.28,-3.41,-4.31,-6.52,-4.17,0.0617,0.0536,22050,ace-step-output,1201.5,749.2,331.7,0.0002,1204.4,161.5,0.0314
0.146,0.246,0.245,0.216,0.326,0.198,0.309,0.157,0.292,0.283,0.291,0.526,20.132,20.537,24.837,23.563,22.723,21.35,48.865,60.0,0.2414,5742d7b5-7b6e-87a8-5d73-411226a6b947.mp3,1.83,-285.71,114.33,-7.1,-1.14,-6.58,25.05,20.24,5.01,-0.97,-5.42,-4.07,-12.88,1.63,0.0969,0.0743,22050,ace-step-output,1821.0,1425.3,1021.3,0.005,2712.6,152.0,0.0575
0.214,0.392,0.379,0.255,0.19,0.145,0.188,0.271,0.543,0.303,0.313,0.337,20.388,17.082,22.995,23.09,23.208,20.83,48.571,60.0,0.3303,57f7af67-f7b8-1317-f314-561361d2d4fc.mp3,1.83,-235.91,86.32,-5.08,-0.91,-3.05,19.06,22.01,2.39,1.97,-2.84,0.69,-3.5,3.09,0.1244,0.0962,22050,ace-step-output,2215.8,1877.3,910.9,0.008,3977.5,129.2,0.0769
0.443,0.17,0.092,0.169,0.191,0.16,0.365,0.133,0.235,0.657,0.25,0.129,20.616,20.082,24.68,21.288,15.568,15.37,47.938,60.0,0.0461,5bf7d015-befa-b7cf-70d0-1b236770fa14.mp3,1.83,-424.15,112.74,-8.23,1.72,3.56,45.86,3.97,-5.73,-8.32,-12.87,-14.42,-19.2,-13.48,0.0238,0.0258,22050,ace-step-output,1486.3,965.4,415.5,0.0005,1472.1,89.1,0.0358
0.164,0.371,0.272,0.164,0.6,0.414,0.343,0.24,0.33,0.229,0.231,0.497,21.97,19.316,23.914,22.426,21.875,21.168,46.711,90.0,0.2249,5cc1069d-6859-f743-9694-9d953f11a35c.mp3,2.75,-258.78,104.24,-6.26,-2.88,-7.58,44.93,35.78,7.53,4.91,0.39,-1.83,-4.68,2.77,0.1077,0.0682,22050,ace-step-output,2062.0,1589.9,1133.9,0.0085,3293.6,83.4,0.0542
0.147,0.31,0.239,0.162,0.467,0.224,0.24,0.131,0.219,0.219,0.272,0.554,20.336,20.22,25.173,24.703,23.881,21.079,47.755,60.0,0.2145,5e03c782-e763-9dda-942b-680237d7d590.mp3,1.83,-289.17,117.6,-4.9,0.71,-5.4,30.38,17.11,6.03,-0.72,-1.32,-2.85,-7.51,-0.7,0.0912,0.0686,22050,ace-step-output,1737.2,1312.0,919.9,0.0029,2464.2,69.8,0.0564
0.358,0.287,0.392,0.289,0.41,0.377,0.274,0.386,0.316,0.481,0.312,0.261,19.669,18.024,22.895,22.599,20.93,19.901,47.548,60.0,0.2424,5ff6e6bc-3b77-30d2-d878-b0416c3918f1.mp3,1.83,-275.92,93.56,-4.9,2.2,-0.99,28.83,24.32,6.31,7.62,2.05,-0.63,-4.05,-1.55,0.1017,0.0708,22050,ace-step-output,2046.4,1792.0,1276.2,0.013,3656.1,112.3,0.0703
0.42,0.199,0.137,0.279,0.179,0.155,0.369,0.309,0.287,0.54,0.242,0.24,23.35,20.603,25.808,21.894,17.594,15.719,45.038,60.0,0.3282,626b351a-2b04-542b-6116-f159f8c5512e.mp3,1.83,-397.9,114.12,-8.42,-1.52,-0.66,51.93,17.91,4.96,-0.33,-5.59,-10.12,-11.11,-12.28,0.066,0.0959,22050,ace-step-output,1162.9,765.4,431.5,0.0004,1320.5,89.1,0.0311
0.223,0.173,0.219,0.334,0.247,0.265,0.415,0.268,0.319,0.39,0.251,0.265,22.392,21.46,24.954,22.423,21.338,19.834,46.953,90.0,0.22,64de63db-d210-8f20-c86e-134cea26dbc9.mp3,2.75,-290.09,114.74,-5.98,-3.64,-5.44,40.82,34.41,12.28,3.96,-0.29,-1.72,-7.81,-2.76,0.105,0.0675,22050,ace-step-output,1795.9,1259.1,1069.9,0.0056,2302.9,152.0,0.0454
0.249,0.259,0.188,0.265,0.384,0.25,0.261,0.199,0.37,0.459,0.278,0.251,19.863,20.559,23.424,22.383,21.282,20.239,46.94,90.0,0.2448,6d723228-76c4-ee00-70f6-ece255637889.mp3,2.75,-251.61,87.16,-9.62,-1.29,-8.4,45.03,32.4,7.16,6.6,7.12,-3.58,0.3,-3.31,0.1224,0.072,22050,ace-step-output,2381.3,1838.6,1138.7,0.0088,3846.3,112.3,0.06
0.297,0.343,0.355,0.274,0.461,0.299,0.333,0.344,0.259,0.275,0.343,0.565,20.883,17.477,21.639,21.21,21.052,19.381,46.466,90.0,0.3075,708290d1-8de5-e0cf-6476-60cabdcfe5e8.mp3,2.75,-191.0,85.35,-1.17,3.4,-3.39,31.63,26.62,5.59,4.56,2.55,4.66,-3.99,3.57,0.1557,0.0871,22050,ace-step-output,2489.5,2116.0,1087.2,0.0127,4756.7,172.3,0.0718
0.207,0.129,0.191,0.157,0.211,0.188,0.432,0.362,0.248,0.351,0.291,0.556,21.844,20.03,26.018,21.983,21.592,19.883,48.355,480.0,0.2244,7258527b-f00c-d56a-b545-2c4a69f1f8b6.mp3,14.65,-272.55,137.09,-3.59,-0.11,-2.65,13.63,29.49,9.0,2.74,-5.37,-4.1,-6.87,-1.88,0.1035,0.0708,22050,ace-step-output,1445.6,971.0,370.5,0.0005,1762.3,112.3,0.0377
0.319,0.272,0.128,0.201,0.343,0.355,0.51,0.519,0.353,0.374,0.197,0.232,23.575,20.265,24.976,20.83,19.763,16.948,45.26,480.0,0.3537,7306377e-5df2-50d9-b093-79dbfaec7aed.mp3,14.65,-348.25,131.84,-0.3,0.37,0.39,54.28,24.54,17.02,10.0,3.22,-1.48,-1.51,-0.44,0.1178,0.1097,22050,ace-step-output,1228.7,640.4,413.9,0.0003,966.1,61.5,0.0203
0.29,0.223,0.457,0.264,0.215,0.223,0.324,0.501,0.354,0.407,0.349,0.288,20.644,18.459,24.453,24.595,19.084,15.481,46.799,60.0,0.2243,730976fe-763d-b757-6305-766f571437d6.mp3,1.83,-344.57,117.27,-4.4,-5.63,-4.61,63.47,26.68,6.82,9.95,4.16,8.67,2.67,1.32,0.1036,0.0718,22050,ace-step-output,1571.5,1120.7,1131.9,0.0069,2099.5,76.0,0.0408
0.193,0.396,0.241,0.247,0.234,0.201,0.285,0.286,0.472,0.282,0.304,0.492,19.818,17.108,22.709,24.369,23.0,20.99,48.495,60.0,0.2777,75b66b54-7e47-ce49-d179-7dd199230cf4.mp3,1.83,-236.95,109.56,-2.91,0.28,-4.9,11.0,18.47,-1.48,-2.6,0.35,3.35,-1.77,3.95,0.135,0.0815,22050,ace-step-output,1905.2,1433.9,570.9,0.0025,2719.4,69.8,0.0616
0.54,0.263,0.123,0.271,0.137,0.122,0.227,0.23,0.239,0.445,0.267,0.168,21.619,22.05,24.212,20.835,19.283,19.503,46.532,60.0,0.2294,771719eb-63ac-8ea1-1b12-258318ae8217.mp3,1.83,-372.51,97.72,-7.27,-3.84,-6.93,54.05,30.29,13.83,9.56,6.39,-4.29,1.2,-4.63,0.0776,0.074,22050,ace-step-output,1547.3,1041.7,1036.4,0.0026,1843.8,143.6,0.0381
